YEAR,GEO,AB,BC,MN,NB,NFLD,NS,ON,PEI,QC,SK,perCapGas_avg,perCapGas,RealGasPrice,gas_price,excise_real,PIT,CIT,lPIT,lCIT,RealGasPriceBC,cTaxBC,excise_realBC,lPITBC,lCITBC,cTaxRealCent,Tax_ad_val,Inc_Nom_Ann,Inc_Real_Ann,sm_sh_car,sm_sh_all
2000,Saskatchewan,0,0,0,0,0,0,0,0,0,1,186.5804944,2238.965933,75.92836161,75.92836161,15.94495594,1395,334,3.144574208,2.523746467,0,0,0,0,0,0,0.21,18050.44836,19161.83478,0.451870534,0.331704808
2001,Saskatchewan,0,0,0,0,0,0,0,0,0,1,186.7883074,2241.459689,74.27189208,74.27189208,15.52282545,1317,234,3.119585775,2.369215857,0,0,0,0,0,0,0.209,18489.91373,18809.67826,0.475864739,0.35921668
2002,Saskatchewan,0,0,0,0,0,0,0,0,0,1,188.6111015,2263.333218,72.6113052,72.6113052,15.10315148,1325,231,3.122215878,2.36361198,0,0,0,0,0,0,0.208,19110.13332,19071.98934,0.472818991,0.358760751
2003,Saskatchewan,0,0,0,0,0,0,0,0,0,1,196.5301323,2358.361588,74.26886294,74.26886294,14.70523486,1256,241,3.098989639,2.382017043,0,0,0,0,0,0,0.198,20309.42826,19891.70251,0.497164226,0.380400572
2004,Saskatchewan,0,0,0,0,0,0,0,0,0,1,194.3308805,2331.970566,78.90182826,78.90182826,14.36013274,1302,352,3.114610984,2.546542663,0,0,0,0,0,0,0.182,21948.03333,20902.88888,0.548519966,0.42601529
2005,Saskatchewan,0,0,0,0,0,0,0,0,0,1,195.0137459,2340.164951,86.68303079,86.68303079,14.12933402,1404,451,3.147367108,2.654176542,0,0,0,0,0,0,0.163,22288.11197,20869.0187,0.546926474,0.205851316
2006,Saskatchewan,0,0,0,0,0,0,0,0,0,1,212.4470011,2549.364013,91.31044585,91.31044585,13.87918777,1586,507,3.200303183,2.705007959,0,0,0,0,0,0,0.152,23428.57028,21376.43273,0.538845331,0.197693575
2007,Saskatchewan,0,0,0,0,0,0,0,0,0,1,231.9497704,2783.397245,93.236532,93.236532,13.42606061,1812,438,3.258158193,2.641474111,0,0,0,0,0,0,0.144,25396.47311,22454.88338,0.570211066,0.19412018
2008,Saskatchewan,0,0,0,0,0,0,0,0,0,1,247.2070725,2966.484871,101.2124444,101.2124444,13.25883022,1735,777,3.239299479,2.890421019,0,0,0,0,0,0,0.131,29624.56678,25320.14255,0.623817255,0.233982234
2009,Saskatchewan,0,0,0,0,0,0,0,0,0,1,258.7163594,3104.596313,82.84637828,82.84637828,12.84118863,1689,771,3.22762965,2.887054378,0,0,0,0,0,0,0.155,29490.19989,24949.40769,0.611291324,0.202371704
2010,Saskatchewan,0,0,0,0,0,0,0,0,0,1,269.7350739,3236.820887,85.85275491,85.85275491,12.62035497,NA,NA,NA,NA,0,0,0,0,0,0,0.147,30593.04923,25795.15112,0.590313299,0.158780661
2011,Saskatchewan,0,0,0,0,0,0,0,0,0,1,261.0760088,3132.912106,99.7773627,99.7773627,12.37239297,NA,NA,NA,NA,0,0,0,0,0,0,0.124,NA,NA,0.597254968,0.142983853
